source,target
775,148860
1004,184375
739,142787
610,98808
814,155204
585,113273
968,178302
745,143733
699,136972
122,26815
641,120752
996,182979
125,27086
214,42619
350,71527
122,7567
1164,214054
633,119356
143,31075
15,2782
148,31419
182,37419
766,128745
86,17709
248,52002
695,136449
698,136720
121,26563
536,100175
541,100519
1149,205825
469,92537
214,42969
429,88974
434,89318
1004,1017
1053,49928
896,103901
659,127343
367,75264
526,98706
106,22498
1074,194539
1109,193594
1149,209208
15,3132
530,99579
103,21446
265,55739
808,153480
1189,9815
649,123622
292,59814
1064,193070
577,109224
746,126938
1130,201237
578,112078
296,60687
1073,194287
1201,216164
480,92295
1156,212257
261,55216
118,25891
1033,188472
645,123099
283,58947
577,106191
614,117370
414,87511
61,12525
939,47732
670,131265
1160,213130
808,153830
957,176584
1126,200714
731,141340
1044,91290
577,109574
674,132138
662,129869
737,142286
1029,187949
578,112428
988,181532
317,49082
498,86835
666,130742
236,49682
118,26241
758,146546
953,176061
727,140817
140,29972
956,176332
992,182405
369,59071
1025,47856
753,126954
78,16262
1110,180182
984,181009
212,41337
850,159317
855,159661
952,175809
1015,185957
170,35449
385,79202
74,15739
289,59492
131,3441
365,74763
222,45438
769,123673
973,180069
233,48980
390,82929
607,116175
161,34582
610,116446
130,28853
214,44042
217,44313
94,20528
1062,192569
387,81877
872,163398
416,87533
831,156981
643,121467
1122,199790
20,4549
385,79552
1020,186681
840,158198
408,86137
55,11151
606,115923
24,5422
1242,220271
1149,207248
416,84500
1108,198579
822,156114
209,33468
719,140151
1149,210631
783,7167
1149,204215
51,10628
203,40069
336,68706
602,115400
1150,211233
1236,219675
821,137395
1104,198056
1006,184689
654,125389
297,61581
1149,207598
41,9159
577,110647
1130,202660
781,150047
1227,218808
204,33474
229,48056
644,121668
845,50274
128,28002
577,107614
66,14292
870,162547
680,133376
153,23336
384,77391
543,100833
577,110997
891,166807
369,63527
307,62649
369,57111
180,37210
895,167680
1054,191122
864,161951
369,73326
635,120020
917,171411
361,49299
824,120673
595,114205
921,172284
175,33833
1075,195382
1090,196414
1218,218291
753,144592
273,56999
855,161084
913,170888
498,95024
73,7892
1037,36457
197,38695
391,83823
647,123413
686,133921
805,124753
272,56747
325,66207
492,94428
678,132525
1168,214390
717,138869
770,148329
739,142600
329,67080
585,113086
377,76196
1031,188263
1036,188607
1188,215796
1193,216140
1195,216213
448,91123
641,120565
214,42432
1150,151179
50,8066
350,71340
677,132273
15,2595
769,148077
248,51815
664,130533
442,90527
121,26376
1149,205638
474,92694
245,50763
699,137135
1046,189675
619,117958
18,3997
35,7384
367,75077
1149,209021
106,22311
884,165181
15,2945
848,159108
527,99121
371,75950
808,153293
323,65356
420,87920
174,36186
31,6861
618,117706
577,109037
746,126751
619,118308
901,117240
578,111891
296,60500
388,82720
844,158585
1130,201050
159,34373
114,5583
384,78814
1156,212070
118,25704
582,112764
277,851
348,70489
577,106004
618,108257
645,122912
712,779
802,152697
901,168918
670,131078
1055,192016
808,153643
1160,212943
506,94460
1018,186472
732,141755
798,152174
236,49495
118,26054
283,59110
722,140286
268,51662
568,104356
692,135159
662,130032
845,158786
754,145836
947,175278
131,28918
13,1313
385,79015
1254,221098
157,33522
222,45251
780,144024
233,48793
943,174755
1251,220951
214,43855
350,72763
1122,199603
387,81690
872,163211
116,24072
643,121280
565,103684
969,179359
20,4362
385,79365
840,158011
403,85606
55,10964
893,167471
1149,207061
90,19818
279,58186
897,168344
332,67646
1056,185370
919,172075
719,139964
1149,210444
14,1514
336,68519
602,115213
20,4712
397,85010
1048,190390
240,48809
496,94815
885,10640
1003,184231
813,155060
552,102294
654,125202
1006,184502
41,8972
1039,49953
1202,216871
829,88050
577,110460
684,133712
778,149589
822,156277
1130,202473
1125,195713
680,129806
224,47525
1095,197002
746,144389
1228,215059
710,138316
128,27815
773,148464
577,107427
66,14105
1186,215587
680,133189
446,90914
1006,184852
154,32419
114,3973
384,77204
577,110810
891,166620
180,37023
62,13582
861,161493
1049,190591
52,62
635,119833
961,177912
150,31896
238,50210
702,137270
1075,195195
1208,217416
273,56812
64,72
811,154209
855,160897
860,161241
626,118966
631,119310
891,166970
911,170628
37,8048
110,23048
774,148665
113,23319
917,171574
391,83636
258,54999
60,12381
222,46674
806,140252
744,143538
452,91459
457,91803
462,92147
325,66020
961,970
673,131994
1163,213859
717,138682
284,46771
739,142413
1031,188076
85,17514
59,12129
641,120378
391,83986
214,42245
540,100324
350,71153
478,93030
1149,208484
239,50411
654,77980
708,137815
15,2408
337,69413
209,41120
81,16991
248,51628
664,130346
739,142763
951,175665
1149,205451
102,21251
1046,189488
619,117771
613,36450
367,74890
1149,208834
106,22124
143,31051
15,2758
848,158921
527,98934
1072,194092
163,34709
93,20384
323,65169
613,117175
655,126446
577,108850
1125,200519
619,118121
875,164127
429,88950
296,60313
388,82533
255,53896
573,104944
318,64044
578,111704
909,170127
159,34186
957,172827
736,142091
384,78627
256,54498
118,25517
987,181337
645,122725
577,105817
1028,187754
322,64917
1055,191829
56,11807
354,73500
286,56592
508,96598
808,153456
292,59790
1064,193046
732,141568
1152,211360
294,1018
978,180470
88,19609
338,49585
798,151987
559,102952
1156,212233
118,25867
283,58923
1014,185762
568,104169
201,39673
73,15544
1220,150175
660,119973
692,134972
731,141316
784,150776
207,40619
1230,219537
662,129845
99,13732
3,438
1010,185239
559,103302
69,15021
236,49658
970,179424
135,29604
222,45064
650,7604
863,161807
116,7670
1251,220764
914,45557
1261,221452
214,43668
350,72576
336,38935
801,141681
387,81503
319,64595
116,23885
619,9422
643,121093
872,163024
969,179172
385,79178
1046,145649
602,95428
316,63543
893,167284
1149,206874
1075,36241
332,67459
214,44018
694,125195
499,95680
217,44289
257,331
577,42380
659,128392
719,139777
1149,210257
394,84552
271,56603
336,68332
719,126945
1048,190203
491,94284
1099,197338
1003,184044
1242,220247
275,57476
813,154873
328,66936
915,171365
1197,216340
1108,198555
577,110273
778,149402
817,155746
455,91594
332,67809
588,113815
61,10191
301,62080
1130,202286
312,1142
224,47338
746,144202
710,138129
577,107240
680,133002
962,177977
441,90383
680,126586
185,37961
297,61557
154,32232
577,110623
833,156629
987,179727
891,166433
706,137606
180,36836
79,16782
246,51419
437,89860
635,119646
1183,215479
184,37709
370,75806
1181,215406
1075,195008
170,33115
1213,217573
113,19749
268,56281
307,62625
104,21915
855,160710
626,118779
141,30842
426,88920
180,37186
37,7861
911,170441
385,80251
626,99531
1017,50892
391,83449
60,12194
222,46487
744,143351
1159,212799
844,5860
267,56029
325,65833
709,133716
289,57508
673,131807
811,154372
765,147611
929,171397
734,141882
85,17327
385,80601
284,56383
96,20869
258,55162
214,42058
647,123389
350,70966
1149,208297
15,2221
764,147359
1022,187022
1129,97499
337,69226
434,49911
331,46780
632,119324
664,130159
147,31387
693,135815
946,175134
756,145963
951,175478
341,70099
1104,189306
1149,205264
464,81052
668,131032
760,146836
173,35991
499,94070
1149,208647
746,142242
623,118457
423,88598
577,105280
752,145440
337,69576
128,12836
619,114551
940,174538
93,20197
323,64982
133,29395
655,126259
357,58150
512,96934
577,108663
1125,200332
619,117934
875,163940
578,111517
839,157867
904,169596
35,7360
573,104757
353,47828
159,33999
384,78440
256,54311
118,25330
1136,115982
645,122538
278,58042
577,105630
27,5964
896,168200
56,11620
215,35062
508,96411
25,5891
348,57283
354,73313
369,51744
503,96067
420,87896
757,146164
309,62990
48,10224
783,121721
732,141381
660,129235
88,19422
1121,182810
559,102765
1112,198942
753,145641
763,146329
987,181500
1055,191992
201,39486
42,9628
687,134441
139,29940
784,150589
794,151277
1018,186448
1240,220038
432,84873
652,124806
581,48752
749,145118
744,131942
559,103115
69,14834
722,140262
1221,218483
222,44877
201,39836
546,101375
1219,218410
1224,218754
310,63191
938,174037
748,144866
960,177768
214,43481
550,102248
909,38610
350,72389
801,141494
387,81316
319,64408
116,23698
580,104342
969,178985
15,3644
1215,217887
336,54963
86,18571
253,53208
148,13033
598,114747
795,135263
1149,206687
239,48614
495,94620
694,102377
1090,49918
795,151478
1002,96114
1241,220239
112,23175
407,86105
1174,214853
1246,220583
214,43831
653,125007
40,8777
499,95493
1201,216676
659,128205
719,139590
1149,210070
116,24048
821,156082
464,92274
336,68145
826,156426
923,172574
650,123955
746,130833
128,7843
403,85582
813,154686
127,27620
328,66749
1001,183784
1125,185540
128,24058
5,273
577,110086
829,123139
1130,202099
332,67622
776,149142
301,61893
383,77009
477,92886
482,93230
224,47151
480,93157
746,144015
394,84715
997,183261
397,84986
577,107053
650,124305
1226,218776
61,13387
957,177446
1125,185890
696,120516
185,37774
149,31701
577,110436
891,166246
993,182738
784,71287
479,1253
437,89673
773,148440
630,119115
437,83257
1186,215563
887,165723
1075,194821
1064,1125
533,99934
594,114173
855,160523
104,21728
1067,193425
1079,195694
141,30655
37,7674
385,80064
474,1259
108,22601
912,170856
391,83262
167,35259
222,46300
264,55571
238,50186
1039,189098
325,65646
33,7151
673,131620
811,154185
610,104476
877,164604
1026,187358
1031,187702
80,16796
385,80414
774,148641
1246,218623
258,54975
214,41871
381,76508
413,87343
60,12357
350,70779
583,20800
1149,208110
654,77606
730,141172
15,2034
177,36327
764,147172
243,50910
693,135628
985,181291
1149,205077
694,136230
726,140649
955,176164
77,16094
224,3312
239,50387
1149,208460
645,122001
577,105093
337,69389
209,41096
520,98143
525,98487
940,174351
93,20010
878,164805
67,14625
852,159420
164,34937
1124,193127
1103,192250
577,108476
1067,30015
102,21227
1125,200145
619,117747
286,59251
839,157680
972,179901
353,47641
357,74178
384,78253
256,54124
118,25143
411,86492
577,105443
645,122351
865,162284
896,168013
1055,191455
25,5704
871,17244
93,20360
803,152738
282,58728
830,156813
1059,192328
927,172961
660,129048
88,19235
605,115755
318,64020
559,102578
661,129650
987,181313
816,155602
1055,191805
1009,185044
201,39299
42,9441
687,134254
757,146327
139,29753
784,150402
1136,203286
304,56393
652,124619
978,180446
63,13701
1101,197815
294,36457
559,102928
192,38432
871,162829
780,149879
167,33649
222,44690
201,39649
1157,212358
933,173506
938,173850
748,144679
156,33490
892,167089
214,43294
1230,219513
183,37565
350,72202
1190,215950
387,81129
249,52148
319,64221
1224,215534
15,3457
336,61192
310,59971
1072,140080
86,18384
924,172639
1047,190008
596,114487
1149,206500
116,14062
368,75410
795,151291
863,161783
274,57281
1051,190881
214,43644
914,171170
40,8590
499,95306
588,100259
659,128018
719,139403
116,23861
1149,209883
266,55885
15,3807
128,7656
398,85051
813,154499
577,109899
1130,201912
332,67435
1129,179810
296,61362
317,49407
383,76822
224,46964
746,143828
394,84528
437,47257
650,124118
577,106866
960,989
61,13200
957,177259
149,31514
318,55644
1187,215628
577,110249
855,159986
988,182207
542,100614
1104,1118
241,50701
437,89486
657,127167
473,1251
83,17281
1075,194634
78,4105
528,99403
855,160336
104,21541
141,30468
686,123374
361,74565
385,79877
656,126915
79,16758
329,46734
912,170669
222,46113
703,136560
95,20674
262,55311
805,153052
646,123194
902,169200
1056,185882
355,73969
921,1010
426,88896
385,80227
1153,211829
801,152529
214,41684
413,87156
280,58519
898,168677
1149,207923
1159,212775
15,1847
1017,186304
204,40215
663,120515
765,147587
413,84123
693,135441
980,180760
985,181104
1149,204890
694,136043
853,159485
726,140462
132,29200
654,126064
77,15907
1149,208273
46,10178
1256,48598
75,15834
874,163745
645,121814
337,69202
520,97956
687,7730
67,14438
756,145939
1064,192135
128,28677
655,125885
353,73118
577,108289
533,847
928,27040
252,53064
30,6642
931,173297
1129,200831
384,78066
717,61502
118,24956
731,130606
406,85961
577,105256
645,122164
940,174514
1243,220366
1248,220710
93,20173
503,89277
963,74740
251,52812
335,68001
922,172430
512,96910
155,33102
660,128861
88,19048
1137,203351
405,85709
661,129463
278,58018
816,155415
108,7622
687,134067
757,146140
1013,185730
309,62966
396,84842
660,129211
713,138671
1101,197628
288,51539
549,102053
554,102397
559,102741
992,1145
1189,215942
64,7700
386,81121
968,178790
392,84319
201,39462
489,94051
928,172975
1092,196761
1097,197105
156,33303
1154,191223
214,43107
350,72015
1037,60113
613,30546
443,90673
15,3270
86,18197
530,99717
726,138502
1088,196238
826,123622
596,114300
19,4143
619,102418
1149,206313
1219,218386
958,47173
310,63167
402,85387
274,57094
892,167252
960,177744
1073,194425
40,8403
499,95119
1175,215081
659,127831
372,76096
719,139216
1004,30552
1149,209696
1043,189298
15,3620
266,49282
300,61698
397,84262
918,171856
1205,217175
808,153968
495,94596
1166,214214
1171,214558
577,109712
1169,214485
1130,201725
1174,214829
257,54831
578,112566
296,61175
583,112910
653,124983
1201,216652
312,581
1153,1197
449,91218
1188,68926
992,182543
181,36527
577,106679
650,123931
1124,184914
61,13013
1160,213618
957,177072
127,27596
767,147901
1001,183760
511,95479
954,36450
58,11961
829,123115
440,90351
855,159799
886,165528
988,182020
307,55298
600,74768
1157,212566
383,76985
430,47003
657,126980
104,11555
882,165005
233,49118
885,165276
528,99216
237,49991
855,160149
324,65451
141,30281
421,88015
356,74034
385,79690
656,126728
842,158409
1071,193924
876,164409
55,11289
222,45926
944,9667
744,142790
1213,1224
182,484
805,152865
1098,55396
902,169013
1061,192455
355,73782
514,97224
1067,193401
387,82365
254,53728
421,88365
51,10766
894,167617
385,80040
495,31159
1153,211642
214,41497
1076,1111
413,86969
898,168490
1149,207736
15,1660
177,35953
1017,186117
693,135254
975,180229
1149,204703
208,40901
784,4093
945,175102
1114,199232
6,793
132,29013
1011,185521
654,125877
72,15376
1149,208086
46,9991
577,111135
577,104719
747,144535
935,173633
204,40378
520,97769
158,33617
971,179706
231,48617
961,113727
675,123721
1105,198365
1254,221119
944,174850
128,28490
1252,221046
577,108102
829,156618
1222,215919
30,6455
132,29363
926,172766
1090,196552
384,77879
118,24769
230,48365
645,121977
241,259
406,85774
22,5059
317,63825
577,105069
1050,190737
1146,204031
784,72336
251,52625
502,96035
155,32915
369,54566
660,128674
783,150207
600,115037
497,94910
1178,215216
814,155155
329,67218
1203,216966
11,1086
554,98827
779,149684
893,85461
248,275
660,129024
1164,214005
713,138484
677,132411
1229,219318
99,152
549,101866
64,13929
559,102554
1199,216443
386,80934
248,51953
2,219
643,94331
968,178603
392,84132
447,91009
121,26514
201,39275
541,100470
484,93520
709,137961
1087,196230
214,42920
350,71828
243,281
63,13677
654,78655
862,161588
826,155515
1149,209159
438,90142
15,3083
192,38408
86,18010
530,99530
112,6399
419,36909
1149,206126
245,51251
1125,117086
746,126889
892,167065
183,37541
336,44953
1175,214894
659,127644
719,139029
1149,209509
850,851
15,3433
618,108395
808,153781
1047,189984
910,170273
917,47335
1069,193715
1085,91242
577,109525
737,142237
1130,201538
257,54644
578,112379
296,60988
914,171146
1029,187900
741,143110
118,26192
992,182356
512,94763
577,106492
481,93198
906,169750
61,12826
1160,213431
957,176885
82,17086
857,867
1051,4116
855,159612
657,123410
988,181833
153,32013
952,175760
1157,212379
1015,185908
671,131387
74,15690
992,182706
179,36617
360,74370
365,74714
78,16563
233,48931
144,31146
131,13191
369,75587
560,103448
638,50148
237,49804
268,49117
855,159962
611,116999
170,35750
385,79503
294,60137
907,169951
876,164222
430,89045
840,158149
875,23673
55,11102
222,45739
1001,22846
90,19956
182,297
320,64741
610,116747
28,6246
514,97037
509,96693
290,59614
387,82178
254,53541
421,88178
903,169428
1062,192870
51,10579
570,104516
385,79853
602,115351
54,10850
1150,211184
235,308
796,151811
413,86782
1149,207549
500,95826
1123,199912
1012,185586
117,24381
566,103993
730,121363
690,134796
1149,210932
265,47664
598,99744
1149,204516
276,57622
336,69007
618,109818
1109,198701
750,145400
818,155892
9,877
654,125690
72,15189
1011,185334
577,110948
971,179519
1130,202961
1185,1217
204,40191
520,97582
231,48430
547,101657
1004,38554
895,167631
1257,221203
128,28303
577,107915
255,52961
1090,196365
511,96715
1218,218242
1223,218586
543,101134
384,77692
577,111298
485,84914
118,24582
225,47834
87,18853
22,4872
317,63638
645,121790
158,33780
498,94975
833,157304
1015,103573
969,48517
1177,215208
277,57823
251,52438
917,171712
155,32728
686,133872
1062,192678
308,62771
272,56698
492,94379
1141,203850
406,85937
717,138820
1168,214341
1243,220342
109,22934
329,67031
1227,55349
335,67977
197,38996
586,113639
1076,195504
589,113910
488,93856
660,128837
1150,144714
126,27452
1229,219131
940,55292
1217,9749
678,132826
386,80747
248,51766
775,148974
193,38473
963,178072
968,178416
121,26327
585,113387
474,92645
539,100210
699,137086
122,26929
641,120866
996,183093
18,3948
125,27200
214,42733
350,71641
1149,208972
314,63316
1224,214973
15,2896
121,10462
336,60631
527,99072
1189,215918
86,17823
371,75901
419,1259
695,136563
698,136834
121,26677
1149,205939
174,36137
245,51064
117,22771
269,56376
619,118259
624,118603
1246,219835
336,44766
224,10590
1064,112459
659,127457
367,75378
526,98820
1149,209322
719,126010
577,105955
710,124012
577,99539
530,99693
265,55853
808,153594
649,123736
36,7506
354,47974
522,98297
577,109338
1130,201351
327,66530
578,112192
296,60801
1073,194401
480,92409
741,142923
118,26005
283,59061
577,106305
614,117484
61,12639
568,104307
1160,213244
957,176698
639,119234
769,833
662,129983
737,142400
988,181646
268,285
339,69923
73,12649
666,130856
236,49796
758,146660
763,147004
140,30086
1019,186594
78,16376
943,174706
1037,31765
1107,198492
338,69671
855,159775
872,163162
170,35563
969,179310
385,79316
289,59606
294,59950
840,157962
939,174183
55,10915
222,45552
1160,75148
233,49094
90,19769
390,83043
607,116289
1033,47457
610,116560
28,6059
504,96162
1062,192683
387,81991
14,1465
416,87647
288,59354
421,87991
872,163512
20,4663
735,137385
796,151624
269,48000
1020,186795
1025,187139
55,11265
606,116037
24,5536
940,115159
1149,207362
332,45316
1154,211870
5,598
10,942
117,24194
822,156228
827,156572
1056,192087
301,62218
45,9796
729,140953
1149,210745
1149,204329
336,68820
602,115514
573,38962
853,158924
1104,198170
747,127946
498,881
1006,184803
654,125503
41,9273
577,110761
1130,202774
1135,203118
747,137745
229,48170
975,180205
1179,1215
1103,197918
128,28116
577,107728
989,1091
870,162661
680,133490
702,137221
506,96184
1213,217711
1218,218055
384,77505
543,100947
577,111111
225,47647
833,157117
891,166921
369,57225
158,33593
180,37324
110,22999
410,86273
895,167794
864,162065
113,23270
917,171525
635,120134
437,83932
155,32541
1054,191236
1252,221022
829,156594
855,144983
921,172398
1080,195840
1141,203663
1146,204007
1050,190713
1238,219811
913,171002
746,6594
815,155383
197,38809
391,83937
892,62985
483,93325
488,93669
708,137766
126,27265
783,150183
395,84810
464,465
1229,218944
325,66321
651,124400
1229,212528
678,132639
907,168154
248,51579
775,148787
739,142714
814,155131
968,178229
196,38557
585,113200
223,46796
453,91581
122,26742
641,120679
996,182906
214,42546
350,71454
1149,208785
677,132387
15,2709
86,17636
248,51929
695,136376
1088,195677
447,90985
121,26490
536,100102
1149,205752
474,92808
655,126397
240,50533
117,22584
1046,189789
619,118072
912,27019
434,89245
296,60264
909,170078
367,75191
521,98289
106,22425
526,98633
1074,194466
1149,209135
438,90118
277,615
577,105768
645,122676
530,99506
926,93090
98,21029
103,21373
808,153407
1042,189266
649,123549
292,59741
31,6975
577,109151
746,126865
1130,201164
133,10635
296,60614
335,970
388,82834
578,112005
1171,1242
1092,19608
710,137007
118,25818
582,112878
645,123026
283,58874
348,70603
577,106118
414,87438
61,12452
283,46042
568,104120
670,131192
957,176511
987,162390
1160,213057
207,40570
662,129796
737,142213
798,152288
1111,198828
559,103253
811,126886
236,49609
953,175988
758,146473
727,140744
956,176259
7,1262
1214,29662
1073,4440
78,16189
99,10650
293,59942
984,180936
850,159244
387,81454
319,64546
872,162975
13,1427
165,35032
969,179123
1015,185884
385,79129
74,15666
253,53346
785,150898
360,74346
222,45365
973,179996
233,48907
607,116102
1072,60030
161,34509
1089,63417
130,28780
214,43969
350,72877
94,20455
1122,199717
387,81804
611,116975
872,163325
901,56950
643,121394
565,103798
20,4476
274,54573
791,151093
1020,186608
310,47814
55,11078
275,57427
24,5349
606,115850
893,167585
1052,191027
1149,207175
266,46761
279,58300
332,67760
746,121522
301,62031
1078,195631
269,44780
719,140078
1149,210558
14,1628
1149,204142
399,85197
336,68633
602,115327
1048,190504
132,5821
1006,184616
654,125316
297,61508
907,47696
41,9086
577,110574
553,98846
1130,202587
781,149974
1100,197460
644,121595
128,27929
1233,144621
577,107541
184,37660
66,14219
380,76445
870,162474
680,133303
1084,186377
451,91372
1213,217524
384,77318
577,110924
891,166734
1123,48610
855,160661
1094,196864
180,37137
784,71775
108,22739
635,119947
811,144524
472,92599
238,50324
1075,195309
267,55980
273,56926
811,154323
855,161011
498,94951
1047,49904
37,8162
73,7819
385,80552
1177,215184
917,171688
96,20820
131,4791
258,55113
391,83750
647,123340
686,133848
744,143652
995,182898
325,66134
654,16617
673,132108
678,132452
1168,214317
770,148256
739,142527
147,31338
1031,188190
580,112669
598,100443
1188,215723
288,54174
448,91050
85,11212
641,120492
668,130983
214,42359
248,48359
350,71267
1149,208598
766,147733
15,2522
337,69527
699,127263
248,51742
413,84798
664,130460
1149,205565
169,35419
271,51911
655,126210
1046,189602
300,51151
619,117885
35,7311
296,53661
367,75004
1149,208948
106,22238
256,54262
884,165108
848,159035
645,122489
527,99048
577,105581
1072,194206
163,34823
354,73264
808,153220
1037,188735
323,65283
613,117289
31,6788
618,117633
655,126560
577,108964
1125,200633
619,118235
686,2518
578,111818
296,60427
388,82647
844,158512
1003,179702
1130,200977
675,121550
159,34300
62,5320
384,78741
1156,211997
118,25631
987,181451
645,122839
507,93858
577,105931
1055,191943
1019,179454
354,73614
665,130661
794,151228
1018,186399
732,141682
88,19723
798,152101
211,41256
1027,187616
559,103066
1047,15864
568,104283
201,39787
73,15658
954,55300
228,48026
692,135086
814,136769
938,173988
207,40733
267,47954
748,144817
550,102199
845,158713
387,81267
319,64359
947,175205
969,178936
385,78942
69,15135
929,173121
222,45178
562,47498
795,151429
1246,220534
1251,220878
23,5341
214,43782
341,45809
350,72690
587,953
387,81617
872,163138
116,23999
596,105176
643,121207
920,172254
969,179286
20,4289
923,172525
513,97005
730,123835
248,46749
403,85533
893,167398
1149,206988
279,58113
332,67573
301,61844
694,125309
504,96138
919,172002
659,128506
719,139891
14,1441
1149,210371
394,84666
336,68446
1048,190317
650,124256
496,94742
711,138495
128,8144
269,47976
786,150912
348,52241
813,154987
1003,184158
654,125129
1006,184429
41,8899
1192,216110
577,110387
5,574
553,98659
684,133639
455,91708
332,67923
460,92052
301,62194
393,84414
778,149516
1130,202400
98,19232
542,100752
216,36257
224,47452
1095,196929
746,144316
710,138243
128,27742
548,101698
773,148391
577,107354
1002,183906
1098,197200
680,133116
185,38075
639,120283
154,32346
851,63011
384,77131
891,166547
594,114124
855,160474
961,174456
998,183383
1084,195989
1089,196333
1222,218554
180,36950
861,161420
687,126366
958,177568
437,89974
912,170807
635,119760
961,177839
150,31823
1056,63416
114,23498
264,55522
238,50137
702,137197
572,964
1039,189049
1044,189393
1075,195122
1208,217343
1213,217687
811,154136
855,160824
809,154063
626,118893
877,164555
141,30956
911,170555
37,7975
385,80365
1167,214309
1172,214653
774,148592
391,83563
1035,188526
60,12308
222,46601
744,143465
267,56143
325,65947
422,88511
289,57622
347,21383
673,131921
85,17441
694,136181
694,129765
214,42172
540,100251
350,71080
77,16045
239,50338
703,137398
1149,208411
15,2335
764,147473
337,69340
209,41047
81,16918
248,51555
525,98438
1113,174422
664,130273
878,164756
951,175592
756,146077
1149,205378
102,21178
760,146950
178,36449
357,74129
367,74817
106,22051
1149,208761
660,19227
256,54075
423,88712
848,158848
645,122302
577,105394
752,145554
1072,194019
378,1047
93,20311
323,65096
900,168837
613,117102
1059,192279
133,29509
1111,91715
655,126373
517,97392
577,108777
1125,200446
875,164054
578,111631
296,60240
88,19186
255,53823
605,115706
318,63971
573,104871
909,170054
159,34113
410,83939
702,131854
384,78554
256,54425
118,25444
736,142018
645,122652
577,105744
896,168314
1028,187681
1055,191756
56,11734
354,73427
508,96525
635,98552
939,76332
757,146278
309,63104
334,344
48,10338
775,68761
732,141495
1152,211287
660,129349
88,19536
798,151914
88,13120
559,102879
1112,199056
753,145755
12,1232
790,148266
568,104096
201,39600
687,134555
692,134899
784,150703
207,40546
748,144630
938,173801
1230,219464
1240,220152
541,26836
232,48712
749,145232
319,64172
1111,198804
559,103229
69,14948
699,121733
673,120512
222,44991
826,123760
201,39950
546,101489
1261,221379
214,43595
336,45278
350,72503
387,81430
319,64522
116,23812
1149,209834
914,103578
218,44468
15,3758
969,179099
86,18685
253,53322
598,114861
316,63470
696,709
690,130665
1149,206801
271,46731
40,8891
368,56463
499,95607
659,128319
719,139704
1149,210184
1201,216790
826,156540
394,84479
336,68259
1048,190130
650,124069
491,94211
1099,197265
1003,183971
1165,214100
813,154800
328,66863
577,110200
778,149329
266,46737
640,120348
378,47732
742,143256
774,5853
61,10118
301,62007
1029,182159
286,54559
477,93000
1130,202213
224,47265
746,144129
903,59631
251,51340
710,138056
1134,203086
577,107167
61,13501
680,132929
939,29460
185,37888
88,4744
154,32159
891,166360
706,137533
855,160287
180,36763
474,1023
246,51346
437,89787
181,37365
630,119229
145,31292
184,37636
370,75733
887,165837
1075,194935
262,55262
890,166108
748,139637
466,92410
268,56208
753,144145
242,50823
104,21842
855,160637
141,30769
421,88503
426,88847
37,7788
385,80178
108,22715
391,83376
401,84064
321,64887
253,47979
222,46414
29,6392
811,144500
1159,212726
264,55685
325,65760
539,47784
33,7265
571,104662
576,105006
673,131734
765,147538
796,136271
1026,187472
385,80528
694,135994
1022,183566
96,20796
214,41985
248,47985
350,70893
1149,208224
46,10129
672,131482
730,141286
15,2148
764,147286
693,135742
756,145890
1149,205191
341,70026
944,174988
353,31190
694,136344
30,6593
1094,139469
1129,200782
623,118384
295,60232
645,122115
577,105207
671,75041
940,174465
525,98601
93,20124
234,49376
655,126186
512,96861
155,33053
577,108590
1125,200259
875,163867
578,111444
839,157794
88,18999
573,104684
904,169523
1063,192965
159,33926
384,78367
256,54238
118,25257
411,86606
577,105557
609,116392
278,57969
645,122465
56,11547
896,168127
25,5818
354,73240
958,169005
441,46821
1116,199392
757,146091
282,58842
830,156927
1013,185681
1124,200007
309,62917
660,129162
88,19349
355,17249
559,102692
2,357
1009,185158
201,39413
42,9555
687,134368
489,94002
1138,203473
139,29867
784,150516
202,40015
794,151204
1097,197056
1240,219965
652,124733
749,145045
3,178
744,131869
871,162943
796,102231
642,121012
652,121700
222,44804
29,4782
546,101302
1219,218337
1224,218681
228,48002
836,157472
858,161203
938,173964
748,144793
892,167203
214,43408
350,72316
387,81243
249,52262
319,64335
1149,209647
15,3571
918,171807
284,54700
86,18498
598,114674
929,173097
419,37397
270,56522
596,114601
577,38737
1149,206614
495,94547
795,151405
368,75524
1246,220510
1174,214780
274,57395
482,15465
653,124934
914,171284
40,8704
499,95420
1201,216603
659,128132
531,99839
719,139517
1149,209997
920,172230
464,92201
587,113734
650,123882
577,106630
61,12964
813,154613
328,66676
1001,183711
542,48700
657,52622
577,110013
655,121193
1130,202026
189,38224
301,61820
273,954
383,76936
224,47078
746,143942
123,27024
997,183188
650,124232
577,106980
763,140913
61,13314
711,138471
957,177373
634,119565
149,31628
955,10558
379,76413
891,166173
696,136658
179,33722
759,146806
855,160100
988,182321
141,30232
542,100728
175,36232
1212,217492
748,65141
580,50281
437,89600
620,118354
625,118698
657,127281
1075,194748
95,7606
594,114100
855,160450
104,21655
1067,193352
141,30582
421,88316
37,7601
361,74679
371,6723
385,79991
474,1186
745,142562
912,170783
391,83189
222,46227
264,55498
165,32861
262,55425
1039,189025
325,65573
1018,1057
284,59156
90,7612
33,7078
673,131547
902,169314
826,128379
809,154039
873,27471
1021,186941
1026,187285
663,130078
801,152643
214,41798
1114,199183
413,87270
280,58633
345,70362
350,70706
275,51873
504,93804
562,103608
1149,208037
730,141099
208,37819
15,1961
